team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year,barthag_z,adj_o_z,adj_d_z,adj_t_z,wab_z
Wisconsin,B10,1,0.975832,129.065,93.5719,59.3403,11.350858797806,2015,1.126838192995409,2.5396783560459353,1.0853669692160286,-2.256800824998243,1.258090185190605
Arizona,P12,2,0.969953,117.498,86.8594,66.7181,8.9521155233041,2015,1.979662454320297,0.014058338340391116,-1.4395952777812908,-0.22665984975691894,1.0816152164016983
Villanova,BE,1,0.966255,121.938,91.0861,64.6909,11.340884905511,2015,0.4993129516452496,0.6679254190048389,0.25005054897119056,-0.8531597810312691,1.2518354633056399
Virginia,ACC,2,0.964753,112.099,84.0659,58.3783,9.9863596965443,2015,1.635614203960497,-1.3441456944617771,-2.1935328716449463,-2.7869866553645335,1.936736836927123
Utah,P12,5,0.951278,114.854,88.699700000000007,61.3601,3.6600933962637,2015,1.8414063540784642,0.3376809983374548,-1.1456810176597345,-1.8456261616735734,-0.41984020567660724
North Carolina,ACC,4,0.95068,119.609,92.4751,69.889,6.5402707987566,2015,1.194520836714962,1.2012661751009226,-0.11054967461737929,0.7596123726499115,1.261459901616126
Gonzaga,WCC,2,0.9498,120.173,93.061,65.1819,7.7674509375598,2015,0.6462769948008624,0.6869969913772119,0.2341542772947301,-0.6982747612385415,0.10212475703850779
Notre Dame,ACC,3,0.940114,125.301,98.6203,63.9184,8.5707817218085,2015,0.8161744953789566,2.2718997283941893,1.424432362545894,-1.2153357040142638,1.9410866746824578
Oklahoma,B12,3,0.93493,111.621,88.5323,67.5029,4.4710912147793,2015,0.6138634654321767,-0.8516874478877264,-1.1199797943712835,0.05876552743578934,-1.196579933032628
Michigan St.,B10,7,0.932674,116.323,92.5547,63.9355,3.0554915290527,2015,1.5542762082716919,0.9474798223821697,-0.87435522251926,-0.994539860833638,0.30826918820578697
Baylor,B12,3,0.931557,116.285,92.6668,62.0558,4.9675593660982,2015,0.4822286074054586,0.21325484671599076,-0.07716932026600513,-1.877392044842516,-0.8166118506819035
Kansas,B12,2,0.930781,113.556,90.5876,67.198,8.9740624607784,2015,-0.6120794808901099,-0.9776142486768632,-0.4333915414496329,-0.0793300775788021,1.0997611254860085
Louisville,ACC,4,0.929033,109.365,87.4484,65.5619,5.7767794916782,2015,0.5266757623025395,-1.204413002607887,-1.4773164840993318,-0.40850290569266773,0.6680357226234456
Wichita St.,MVC,7,0.927706,114.267,91.5267,62.5757,4.2304895284427,2015,1.4300685865283984,0.3989842716436949,-1.2211395247931693,-1.5124353464984162,1.2943762746962089
Northern Iowa,MVC,5,0.922848,115.441,93.0333,58.4597,5.3520730026458,2015,0.7303228089965719,0.46693021056394857,0.027790611335558484,-2.8547915935010275,1.1407812606340542
Iowa,B10,7,0.921066,113.954,92.0336,64.586,2.0759546994467,2015,1.2640583996573296,0.31548276027154304,-1.0501424792458478,-0.7467894464896618,-0.513798772466741
Butler,BE,6,0.911519,108.501,88.5835,63.8933,3.4982540280502,2015,0.741213030717073,-1.1221630765940047,-1.7647401090584454,-1.183500845514534,0.0841162143644089
Ohio St.,B10,10,0.910439,113.898,93.0981,66.2604,2.4873751511177,2015,1.4625311226661009,0.5141696462773994,-0.6010943401380765,-0.3770259709902157,1.149060962525872
Iowa St.,B12,3,0.910332,116.887,95.5521,69.8164,7.0604188280707,2015,-0.34609924958150456,0.35071094906407,0.6505658498720934,0.8810931042135004,0.7851420468897854
Xavier,BE,6,0.904944,115.673,95.0898,65.5431,1.3510317123817,2015,0.5604536156966238,0.768509872044368,0.3251124436463089,-0.5558343528168432,-1.702968819866977
Texas,B12,11,0.9048,110.267,90.6588,62.7939,0.94655829393722,2015,1.3945311756278114,-0.21235185602849613,-1.598000437048694,-1.5010156206698795,0.3532754612872909
Georgetown,BE,4,0.894518,112.637,93.5301,64.557,3.7587929942912,2015,-0.5381679917208712,-0.43602348001288127,0.17630631121894907,-0.6797790590532207,-0.900445764104505
Providence,BE,6,0.882092,111.569,93.6585,65.7477,3.6751433182993,2015,-0.06779188271361283,-0.31338106231311713,-0.13462749436551077,-0.4779942725610864,0.23133720820992093
West Virginia,B12,5,0.873282,110.296,93.2528,68.6029,4.1155312977977,2015,-1.206784718106107,-0.6659270243684299,0.08722780502313077,0.6744343091717839,2.3942354850392178e-4
BYU,WCC,11,0.86992,118.293,100.276,70.8439,0.80785786443689,2015,0.7104489257214718,1.7354321724224762,1.1845615816913555,1.4093827994452581,0.23423103777298773
Arkansas,SEC,5,0.869585,113.195,95.9787,69.93,3.8424695971896,2015,-1.3512685684813341,-0.027607661089721913,0.8253592231231603,1.136185600227574,-0.25162292159376937
San Diego St.,MWC,8,0.869058,103.107,87.4606,61.2363,1.2801634474545,2015,0.006640919203685428,-2.3255979800296043,-2.186241143937423,-2.179050471196525,-0.6571754722546383
North Carolina St.,ACC,8,0.868418,114.1,96.833,64.7434,1.1195027193802,2015,-0.013534025212570824,0.5183560983481899,0.5799245800181858,-0.9653615724763915,-0.7761314916962919
Purdue,B10,9,0.865433,110.452,93.9481,65.0393,1.0030776140228,2015,0.1952099207160989,-0.15701518914832613,-0.2225811545820653,-0.7452504051184519,-0.506905690068505
SMU,Amer,6,0.863544,111.101,94.6327,63.6072,3.1369675151169,2015,-0.5777121305918328,-0.4367545899152875,0.17828988676431184,-1.292347604855553,-0.2165744573100483
Maryland,B10,4,0.861858,110.167,93.9534,64.4538,6.9150496181921,2015,-1.5457819858221216,-1.016073027937594,0.2914021773843674,-0.7076382480539267,1.5527570141902185
St. John's,BE,9,0.856865,110.587,94.6505,66.9958,2.3500900923807,2015,-0.036806309543519315,-0.11822117279579204,0.005934109359762288,0.0029062050792229453,0.6206831458615667
Georgia,SEC,10,0.84822,107.581,92.6305,64.8401,1.5897725749364,2015,-0.12127159225592515,-0.8405549635032807,-0.7240334437134804,-0.888883744453486,0.24045482896337306
LSU,SEC,9,0.847655,107.772,92.8299,70.1336,0.47709606566263,2015,-0.28620750943743445,-0.9271482545171192,-0.5863706878106429,1.2027865073936908,-0.9472066756682516
Indiana,B10,10,0.847323,119.497,102.953,67.1595,-0.26783543583686,2015,-0.1441049877667006,1.7149141595213508,1.9899077381879224,-0.053001944995128676,-1.6399252826045156
Oklahoma St.,B12,9,0.846912,110.74,95.4344,64.0381,0.24055491330872,2015,-0.3063274976590623,-0.07425462092959086,0.26096417115361187,-1.1281046847657341,-1.1452160979398658
Davidson,A10,10,0.843533,118.329,102.204,67.1877,1.6822025497222,2015,-0.24058053847556107,1.4644284314504556,1.7929843237782177,-0.04283902926488111,0.33401788709617636
UCLA,P12,11,0.842494,111.812,96.6412,66.7872,-0.0034491620836252,2015,0.17255787681289092,0.16259535602691774,0.13289826745058572,-0.05727723420456684,-0.4621011770094361
Cincinnati,Amer,8,0.837954,106.463,92.2886,60.3018,-1.3254708669841,2015,-0.973861379426409,-1.4573809430937483,-0.7613074967117724,-2.502449369389895,-2.5864327953190163
Oregon,P12,8,0.837899,114.3,99.0858,66.9352,2.9766322625512,2015,-0.9755951637121819,0.5700972805255361,1.244814911515691,-0.2068535948838524,0.5989197774660916
VCU,A10,7,0.837336,108.432,94.0324,67.1958,3.006685838678,2015,-0.8293200561731905,-1.1576653093674927,-0.37586965494128366,0.24718293068929245,0.2673094272831859
Boise St.,MWC,11,0.820996,109.54,95.9514,63.445,0.20689867241714,2015,-0.24907056953133191,-0.3887833273322383,-0.06668282481398838,-1.2656168118081448,-0.28156289903989257
Dayton,A10,11,0.805875,106.982,94.527,63.8357,0.77063760694515,2015,-0.545630423339638,-1.009569714670588,-0.47880707506284914,-1.1243630648840466,0.20228546909580086
Mississippi,SEC,11,0.803713,112.188,99.2451,66.556,-0.5167685080373,2015,-0.5880325398619287,0.2538446451743852,0.8862894042260719,-0.14086532299097962,-0.9026751956908201
Stephen F. Austin,Slnd,12,0.791893,111.021,98.8414,66.3686,1.2283754255067,2015,-0.02716715832630942,0.4508008281396199,0.5005463982198343,-0.00269571692484615,0.5451841455663233
Georgia St.,SB,14,0.780152,109.46,98.0452,63.1568,-2.9555990621553,2015,1.4785021959648457,0.7185174177623402,-0.595555806505422,-1.4281437977469906,-0.12558769491631686
Buffalo,MAC,12,0.77417,109.133,98.0459,68.9422,-1.3093592496221,2015,-0.3027854065763475,-0.07143885495450744,0.2898307982898856,0.8148565073032655,-1.210581043274063
Valparaiso,Horz,13,0.770606,104.969,94.471,63.0942,0.12208099382735,2015,0.6700133714823907,-0.548892380722958,-1.0446763077244574,-1.3327392424698237,1.003213558819031
UC Irvine,BW,13,0.72017,105.112,96.8173,63.8973,-4.5496366182944,2015,-0.00331886736811533,-0.5122646351830921,-0.4218704639582621,-1.0793275101353195,-1.7016117464833624
Harvard,Ivy,13,0.705718,102.375,94.877,61.5882,-1.3397201944147,2015,-0.19625640238016068,-1.213314562054507,-0.9369069804563884,-1.8079454047108436,0.15686170848053052
New Mexico St.,WAC,15,0.661306,103.933,98.0583,64.0204,-4.4938949491256,2015,1.1593443202237226,-0.03726618112664232,-1.062490728320601,-1.1108425937164506,0.05122999390512858
Northeastern,CAA,14,0.658605,106.99,101.048,63.6429,-4.5680360207089,2015,-0.04961342730693136,0.131388576884005,0.25694436070894655,-1.2851017900884996,-0.9456306970988351
Wofford,SC,12,0.654652,102.314,96.7794,61.2317,0.21455871072402,2015,-2.1614629326356027,-1.9576424561297436,-0.045645389405004254,-1.634528177539313,-0.15623831326090185
Wyoming,MWC,12,0.612077,102.125,98.154,59.1999,-1.5889477849311,2015,-2.823565675920906,-2.009921746439482,0.31846481004654975,-2.2799674879164793,-1.4040180571216587
Albany,AE,14,0.574854,104.939,102.222,61.2858,-3.3235834965414,2015,-1.1025494237908813,-0.3561422946307591,0.5902450122041042,-1.9787128089155483,-0.31273489389958953
UAB,CUSA,14,0.572051,102.69,100.131,65.3366,-7.4689981848521,2015,-1.137789356426247,-0.890738555009453,-0.0033935416940024422,-0.7867058872471355,-2.4209837083792487
Eastern Washington,BSky,13,0.564752,110.071,107.606,68.5349,-2.5923425967589,2015,-2.078185032362719,0.7579241070000847,2.4419003269211426,0.3840297926594676,-0.5683800662059507
Belmont,OVC,15,0.549674,108.705,106.836,67.5907,-4.6983855726384,2015,-0.20099746984515254,1.2624540186639883,1.5605337863958695,0.0773716518270468,-0.07745239951234893
Coastal Carolina,BSth,16,0.541744,104.508,102.998,64.0732,-5.0701202854547,2015,1.1455274799592983,0.8254572318385572,-0.24311074083513243,-1.2990547034653173,0.9944200203819785
Manhattan,MAAC,16,0.523846,100.206,99.3773,68.0175,-7.662016847479,2015,0.989670567136742,-0.0931857866461052,-1.0406149471771895,0.11879825495451471,0.0813614129840668
North Florida,ASun,16,0.506282,105.239,105.01,67.4601,-5.0757287624806,2015,0.8367221473794849,0.9815539418600118,0.2000572827957178,-0.0815696782714611,0.9924442979330502
North Dakota St.,Sum,15,0.503462,100.815,100.693,61.4535,-3.9519977203699,2015,-0.7641345165939605,-0.8864966050468446,-0.2751680026722564,-1.9651201465511134,0.3922364967202424
Robert Morris,NEC,16,0.42864,100.73,103.279,65.9808,-8.5677004097202,2015,0.1606107145172135,0.018708435038219475,-0.18121699598410598,-0.6133319380870053,-0.23768765100993697
Lafayette,Pat,16,0.383941,109.849,114.46,65.1155,-7.0900338061555,2015,-0.22863099663796926,1.9659668463728663,2.2815373142626805,-0.9243803281487876,0.282856351793728
Texas Southern,SWAC,15,0.337116,101.899,108.07,63.7079,-4.4573186596536,2015,-2.7912182865774517,-0.5912542126384099,1.9292878166270364,-1.2148442047105783,0.07424681683194058
Hampton,MEAC,16,0.293936,94.7754,102.28,69.6003,-12.59038053195,2015,-1.012400213231678,-1.2528284589340677,-0.4012591707391841,0.6877655400461455,-1.6547745688388622
Villanova,BE,2,0.970287,123.051,90.8731,66.641,8.9299114524666,2016,2.001760938093411,1.4110035122893512,-0.3563379588299539,-0.25032962561633415,1.0632567073299586
Kansas,B12,1,0.966188,120.948,90.3629,70.1047,11.606199794077,2016,0.4949228303995134,0.4079232571315818,0.007029857394606707,0.5670607332715003,1.4182169311256674
Virginia,ACC,1,0.960005,119.922,90.9649,61.8262,8.6569061820714,2016,0.08978671603509406,0.1384664711902097,0.20932307687622076,-1.6046662473438675,-0.4313128968080356
North Carolina,ACC,1,0.953144,123.289,94.8752,71.6308,8.5373599173429,2016,-0.3597748043683123,1.0227364500056135,1.5233217083362733,0.9674077218705357,-0.506281486416536
Kentucky,SEC,4,0.951703,123.203,95.0711,68.2194,5.0125369122541,2016,1.2260820466342999,2.04527349301243,0.5953063815258479,0.3088982064136857,0.0740276166484751
Michigan St.,B10,2,0.94283,122.544,96.0378,67.5784,7.2421764850033,2016,0.18512001306858875,1.2834596255268569,1.03756270020983,0.03745309670033631,-0.33217649668139104
West Virginia,B12,3,0.939593,114.813,90.438,70.8686,7.4143898866978,2016,0.7958419246609258,-0.12285044008861153,-0.6393209673057543,1.2550948661696297,1.05605107498533
Oklahoma,B12,2,0.932643,118.232,94.0781,70.8028,8.0373040675974,2016,-0.4888837420112715,0.19870767341666154,0.5086593521895663,1.0273470692178062,0.32524155269679816
Wichita St.,MVC,11,0.932131,110.307,87.8342,66.7319,0.16573248855494,2016,1.9305590418029879,-0.20264448484259392,-2.4152471074031796,-0.07727040596014131,-0.3168951950090824
Purdue,B10,5,0.93155,117.191,93.3901,68.8421,4.358288761051,2016,1.0704089507237131,0.8522558006770028,0.12440651433203476,0.7576615782702267,0.2241502241463363
Gonzaga,WCC,11,0.923771,117.424,94.5243,68.1909,2.0995123190405,2016,1.7665989612635091,1.5245395334087841,-0.47958827098792195,0.4502167114247025,1.3428379864457933
Xavier,BE,2,0.922949,116.997,94.2762,72.3827,7.7180934408062,2016,-1.130269076432022,-0.11197615331248768,0.5621245525992272,1.5123779236962656,0.06131557125717858
Miami FL,ACC,3,0.920301,119.437,96.5496,67.0144,6.8590614910425,2016,0.04295141738212628,0.9329585586780227,0.902156960748867,-0.11487053102797233,0.6310347571983888
Indiana,B10,5,0.91684,121.268,98.4246,69.4772,3.2068047330781,2016,0.495521896620489,1.749954332614672,1.4876709864053246,0.9786383282887101,-0.837937454328052
Oregon,P12,1,0.916324,118.4,96.1538,68.9742,6.6892052840697,2016,-2.7723757635948667,-0.26125402413412513,1.952976376823299,0.270492834306027,-1.6652766800311114
Iowa St.,B12,4,0.916194,121.395,98.6005,72.3161,3.5806879977006,2016,0.13057177974693665,1.6206866174464847,1.5549552122469186,1.4148162255919015,-1.038878003471728
Vanderbilt,SEC,11,0.914845,114.529,93.1646,68.6292,-0.35258706095052,2016,1.5915382341229134,0.8219685438292206,-0.8729927522174749,0.6086797707460017,-0.761760810705853
Texas A&M,SEC,3,0.912643,113.037,92.1747,68.3606,5.2064833537135,2016,-0.2559100539397219,-0.5283687752550346,-0.20128760163187817,0.3636327686729833,-0.6337532138074106
Duke,ACC,4,0.91222,121.168,98.8502,68.6731,4.2234938022241,2016,0.00796743153633384,1.5673784201270904,1.6228489939183233,0.43137605573171445,-0.5392567199488273
Arizona,P12,6,0.902179,116.056,95.6681,69.0497,3.4021827598997,2016,0.48443843964619854,0.8694758145051167,0.5108649806072787,0.7782517929546057,0.0041582499381973845
Seton Hall,BE,6,0.901365,110.836,91.4378,70.4072,5.2936281279384,2016,0.46206001168777383,-0.5066135318267724,-0.8479262300204095,1.2947127360005022,1.578365860218123
California,P12,4,0.900594,112.432,92.8244,68.8125,2.2369637455309,2016,-0.35071353280601625,-0.4841652441118955,-0.015574512671759657,0.4690075571532091,-2.0832886650517635
Baylor,B12,5,0.89237,119.259,99.2225,67.364,3.5468493755971,2016,-0.46079939596318803,1.3076005551648857,1.7037299241880792,0.2433713338956042,-0.5242924395670154
Butler,BE,9,0.88985,118.243,98.6001,69.1633,2.0508208930192,2016,0.8564074340504931,2.081830599018943,1.2908770001123913,0.8317482457658871,0.37016385702087495
Syracuse,ACC,10,0.885657,111.886,93.6414,65.5139,-0.29037876378157,2016,0.8316981153661188,0.08268224484020895,-0.45825256303688616,-0.6460549281755502,-1.662744965373939
Iowa,B10,7,0.88533,114.396,95.7691,69.8091,1.9653956621587,2016,0.3706035746536319,0.43339863256065303,0.20998666583605397,1.2424883231644819,-0.6065845050397792
Maryland,B10,5,0.883859,114.942,96.3462,67.9187,3.9521505712075,2016,-0.7934209947036752,0.35705737086885275,0.924872520071601,0.43637370082247107,-0.15045711448087834
VCU,A10,10,0.881059,112.083,94.1711,70.2676,-0.0918547553992,2016,0.7146546899942636,0.12493026575627637,-0.3189864313775838,1.0671171465356726,-1.4617872849236093
Utah,P12,3,0.880728,115.763,97.2893,66.8903,5.6442322405606,2016,-1.5014263580970377,0.0940653360420776,1.0887253263784897,-0.1589815542733203,-0.29872546903750224
Connecticut,Amer,9,0.873152,110.487,93.4244,66.8244,1.1618733646593,2016,0.4042357472069948,-0.1469574812050779,-0.39295906421522797,-0.06263636736539001,-0.37397721428397857
Cincinnati,Amer,9,0.866027,109.992,93.5148,65.9954,0.28685252486763,2016,0.21129507953661816,-0.28920220783102796,-0.3635487853707824,-0.37964215824393116,-1.1064602060956452
Pittsburgh,ACC,10,0.865933,113.949,96.8858,66.2783,1.7616128523101,2016,0.32961796703325985,0.5251069511846049,0.39474920693752935,-0.37057504221109067,0.4144016670830627
Texas,B12,6,0.862703,112.225,95.6493,66.2976,3.2248542636041,2016,-0.6008328405587064,-0.14044722875110413,0.504826336832653,-0.26878478999685634,-0.14342828526133117
Saint Joseph's,A10,8,0.860006,114.238,97.5564,70.8896,3.4215814782521,2016,-0.27870845088374896,0.5540575140505596,0.7934285154786317,1.1616307315108647,0.9283679767110671
Wisconsin,B10,7,0.850889,108.824,93.531,64.0403,0.42087271102434,2016,-0.49047426360336976,-1.0530883366586015,-0.5450113370036728,-0.954625574249088,-1.902812267258431
USC,P12,8,0.835221,113.686,98.7211,72.0512,0.16933731008529,2016,-1.0600146967539563,0.41125185124108793,1.137177525197714,1.5636212720581264,-1.4796506170957526
Notre Dame,ACC,6,0.82687,118.348,103.303,65.4727,2.3040410811814,2016,-1.5859510334754763,1.47368975737728,2.9632288824632553,-0.582618036345703,-0.9098004702105466
Stephen F. Austin,Slnd,14,0.823457,110.307,96.4824,68.216,-1.1640899252719,2016,2.0229421826842575,0.9198526923469375,-1.0392374574054513,0.06059951668591818,0.785526704473977
Texas Tech,B12,8,0.822685,113.05,98.9272,67.2146,1.3373041553506,2016,-1.4551914205073915,0.24671489191712667,1.1980057821764205,-0.11016268835070035,-0.6148674904542892
Yale,Ivy,12,0.82089,109.109,95.5801,66.7262,-0.052745577848316,2016,0.4237780735478879,-0.0780774949938398,-0.3633213403741925,0.1109026182414489,-0.3411763090658544
Michigan,B10,11,0.819955,113.413,99.4054,66.3038,0.80969017529195,2016,-0.2694871297994647,0.551132887742592,0.9326692956293959,-0.23204575548204087,0.2358036817094587
Providence,BE,9,0.819276,108.745,95.352,69.2776,3.3482395438387,2016,-1.054693573692535,-0.647543973694792,0.23415657185292138,0.8754560405757997,1.456237527232873
Dayton,A10,7,0.818356,105.502,92.5585,68.4518,2.4241547635629,2016,-1.3038491746691085,-1.939324824768143,-0.8730733350205827,0.7255449912827339,-0.2215748274730806
Northern Iowa,MVC,11,0.810896,109.707,96.6623,63.6914,-2.1330487178146,2016,-0.44715631276682577,-0.34825505263110607,0.13900316893910905,-1.1765333123402724,-2.2899033859975986
Colorado,P12,8,0.807181,107.805,95.1852,69.9012,0.68913381330417,2016,-1.943929448991218,-1.1101976106837566,0.09359366371776506,0.819578863159526,-1.0947841741028321
Hawaii,BW,13,0.794457,106.867,95.0138,71.3966,0.82996823771816,2016,0.9884297254522412,-0.06274230355746471,-0.9005945568842875,1.287016163499529,1.4130652428353143
Oregon St.,P12,7,0.788036,109.913,98.0522,67.958,0.27162976666429,2016,-2.061895690622546,-0.7625671038015007,0.9801649153706558,0.537475576058972,-2.0280631401267626
Arkansas Little Rock,SB,12,0.773247,107.602,96.7151,63.8109,2.0588618603634,2016,-0.3171393897132198,-0.4949287674635659,-0.06267746115295332,-0.8151970084651964,1.1197671334634116
Tulsa,Amer,11,0.748562,109.488,99.5786,69.3273,-1.1912851617973,2016,-1.669678760176853,-0.4014029098739108,0.9827815675636139,0.8610709678990908,-1.4816023589802818
South Dakota St.,Sum,12,0.736977,110.523,101.052,69.1391,-1.1954967914052,2016,-0.8811902763593252,0.3130490473234774,1.086100018842277,0.8774054787636769,-1.1318038005574342
Temple,Amer,10,0.731814,106.318,97.4308,66.4933,-0.12629033833747,2016,-3.0844201294103843,-1.1114141026758322,0.5380379397189552,-0.29309181944505175,-1.4966450078187725
UNC Wilmington,CAA,13,0.718592,109.512,100.939,71.3039,-0.72564958586323,2016,-0.024385531514877094,0.6147429198897011,0.6722005611668802,1.2577654256245314,0.5123955525944734
Cal St. Bakersfield,WAC,15,0.710613,103.429,95.657,68.3719,-3.5168324700433,2016,1.7601968772228462,-0.17453755176672725,-1.7800669461440266,0.33735903905461234,0.6660784215097066
Iona,MAAC,14,0.682187,109.126,102.114,72.577,-3.5540623248286,2016,0.24686466452581682,0.6391242870524789,0.5595836234805319,1.3438873080841482,-0.4299503603930424
Fresno St.,MWC,14,0.664607,106.274,100.139,69.7904,-0.86068180447274,2016,0.02584503708031913,-0.038807475775462494,-0.0011223277144796133,0.5238896562817417,0.9398320898391739
Stony Brook,AE,13,0.64802,104.642,99.2333,67.7292,-1.126263150482,2016,-0.9665380170442184,-0.6326495331113218,0.21943666579459398,0.12979765127992995,0.2804488046967315
Chattanooga,SC,12,0.62859,105.567,100.846,67.2454,0.39357908491946,2016,-2.5667646753367555,-1.057830120798604,1.0315338169748092,0.2758362189638743,-0.03238070742605215
Middle Tennessee,CUSA,15,0.622432,103.895,99.4759,68.433,-3.1648960423286,2016,0.6856277627210582,-0.04761600669077858,-0.6388718358929661,0.35769343403618814,0.8875458955246703
Buffalo,MAC,14,0.574612,105.143,102.43,72.9118,-5.8194005409864,2016,-1.105591901028754,-0.3076506818618583,0.6492965756717342,1.4424070862451501,-1.582041759614763
Green Bay,Horz,14,0.572927,106.946,104.248,77.2423,-4.5231638654543,2016,-1.126776091713946,0.12092960158090987,1.1654299525185825,2.7167198082469914,-0.9228098998489442
Weber St.,BSky,15,0.559917,101.651,99.5448,67.6539,-3.6695000802553,2016,-0.07617680054176734,-0.6588004426359126,-0.618282571158017,0.09840493763449794,0.5700073491938796
UNC Asheville,BSth,15,0.548685,101.152,99.4478,71.0036,-6.2604935086762,2016,-0.21304937279751515,-0.7947099941228195,-0.6472689090286986,1.2132023659450222,-1.0604597596185108
Florida Gulf Coast,ASun,16,0.513593,102.856,102.371,67.9274,-8.4141622415621,2016,0.9003867964824966,0.47269147950553403,-0.38121528895468876,0.08641011217794693,-0.1836000967244481
Austin Peay,OVC,16,0.350145,103.386,109.098,70.4856,-11.338058425696,2016,-0.5229286961435632,0.5858669327358624,1.1004901260377222,1.00600330697287,-1.2136136463301124
Southern,SWAC,16,0.306515,98.9205,106.199,69.4454,-8.1069843989604,2016,-0.9028614878771726,-0.36768964537740106,0.461949320617327,0.6320838162271589,-0.0753892300954374
Hampton,MEAC,16,0.261523,98.181,107.456,71.8571,-6.2828635748859,2016,-1.2946546615117942,-0.5256014334223604,0.7388192041680133,1.4990148254863696,0.5672016987856894
Holy Cross,Pat,16,0.239836,96.7245,106.93,64.5295,-14.467009569553,2016,-1.48350642530567,-0.8366203912147605,0.6229611622048794,-1.1350290702916317,-2.3158627931073634
Fairleigh Dickinson,NEC,16,0.208965,102.993,115.632,72.4376,-9.8879804057434,2016,-1.752333040332217,0.501946266472619,2.539684890652025,1.707686488991355,-0.7027883931486436
Gonzaga,WCC,1,0.972764,117.823,86.3371,71.534,7.7181167190663,2017,0.9258099544590906,-0.4127906376703587,-1.345780845245052,0.9420138495840658,-1.0200366192986743
North Carolina,ACC,1,0.961477,121.014,91.4825,72.8023,8.3482089773565,2017,0.18623833504600013,0.42525673458979946,0.38325492140061124,1.2747312898829684,-0.6248998240626974
Villanova,BE,1,0.961112,122.247,92.4935,65.641,11.068213079029,2017,0.16232200288636303,0.7490776089228541,0.7229865574403282,-0.6039168258724026,1.080840390362504
Florida,SEC,4,0.957626,116.626,88.9296,70.2417,6.3448025722763,2017,1.4088162072914252,0.5007447979918486,-1.0745761180133004,0.8548249304071683,1.1095320790688077
Kentucky,SEC,2,0.951658,118.34,91.3261,73.7451,9.0220775310695,2017,0.7692080811794237,0.225876785389738,-0.23407780847368445,1.93063606417443,1.1394603819858873
West Virginia,B12,4,0.949801,115.363,89.3361,72.1946,6.4265522730715,2017,1.1674022604499603,0.2041445635671864,-0.9640481955085903,1.3820168897044396,1.1730720940336503
Virginia,ACC,5,0.94773,111.792,86.8926,60.3219,4.9903002198982,2017,1.702745628860365,-0.3365286913346429,-1.6350156541645815,-2.2068575612471717,0.8070949865482265
Kansas,B12,1,0.947213,121.491,94.5168,71.3567,11.007573767463,2017,-0.7483988209129281,0.5505305034923687,1.402886675342568,0.8955021392907626,1.0428129064151144
Louisville,ACC,2,0.946942,117.595,91.5284,69.4411,6.871854879257,2017,0.4571827833531085,0.038460225945837014,-0.17947907024614768,0.6093038294283767,-0.6383614574622225
Duke,ACC,2,0.943609,122.079,95.5527,69.6548,8.5558077962204,2017,0.23666108749749531,1.1664815045316703,0.9066390822455336,0.6749099396898119,0.7539447159735031
SMU,Amer,6,0.942586,120.035,94.1087,64.7532,6.4136183011271,2017,1.5953047031794778,1.9184144177722788,0.009978751769415544,-0.8563518474112797,2.510508592894877
Wichita St.,MVC,10,0.940316,117.185,92.2038,69.9733,4.0785928228641,2017,2.223058834678917,1.2190896703947192,-0.836219319452625,0.9610552281168567,2.759785101189434
Michigan,B10,7,0.936613,123.307,97.5632,63.959,3.7763922880283,2017,1.6527572513568043,2.810657315746721,0.815206234619737,-0.9855896152731694,0.9132790243512263
Saint Mary's,WCC,7,0.933436,118.046,93.8263,61.24,3.8722219437743,2017,1.573327377307198,1.4071383019164112,-0.4453951848037842,-2.0211520696947995,0.9937032486274611
Oregon,P12,3,0.93214,117.791,93.7925,68.4179,5.9602692473455,2017,0.5049807930649828,0.5571234349821138,0.20675660806881754,0.38399990511100407,-0.05684897585075815
Purdue,B10,4,0.929712,116.568,93.1235,70.4053,5.5658056262361,2017,0.5476240140476324,0.4871242013199306,0.06575119857340442,0.8989893036679779,0.5040561308086117
Cincinnati,Amer,6,0.929177,115.153,92.0583,65.3766,5.6233319856223,2017,1.2266654642427164,0.6314281747086253,-0.6486188650121382,-0.6191792861628037,1.8527709953993916
Iowa St.,B12,5,0.92646,119.963,96.2426,69.5879,6.4867107835431,2017,0.8714847423358524,1.4626115354160787,0.8968192477889924,1.0171552960529175,2.187330563401202
Wisconsin,B10,8,0.925549,114.54,91.9988,64.3853,5.1315341295855,2017,1.7874265207955253,0.632186699138353,-0.8468389322888215,-1.089287891837594,2.1944468951525016
Baylor,B12,3,0.922589,116.445,93.8724,65.0977,7.9032631770045,2017,0.1322430139327101,0.24978803006431646,0.22690911910546205,-0.796156576590898,1.430206488855992
Oklahoma St.,B12,10,0.92209,126.822,102.299,72.937,3.3490788919522,2017,1.7591107114019608,3.285811383938558,1.8179612588502128,2.0291344249154895,2.021328183022168
Notre Dame,ACC,5,0.920516,119.287,96.4034,68.2723,5.9390697678099,2017,0.6391850380809553,1.3137657646066958,0.9403613924129665,0.5594053160114751,1.6822060797716998
UCLA,P12,3,0.917532,122.773,99.5677,74.6287,6.6568567395068,2017,-0.0651117079887536,1.6946754314906294,1.663387168004195,2.5916126623407387,0.4762789053293074
Arizona,P12,2,0.915664,117.577,95.5565,67.0943,7.8725940214056,2017,-1.6122674425610883,0.03393204061699094,0.9076646640807513,-0.11116607961020357,0.18905792675952315
