team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year,barthag_z,adj_o_z,adj_d_z,adj_t_z,wab_z
Texas A&M Corpus Chris,Slnd,16,0.322274,96.3956,102.832,69.2324,-7.6209670157722,2022,-0.7656311219608315,-0.9068532337948652,-0.2796743054090519,0.5555169526155077,0.09582221466932264
Connecticut,BE,4,0.96428,121.478,91.2094,66.7278,5.0331968720965,2023,1.6141029040688215,1.640178160959744,-0.45469528719845714,-0.09376425786395527,0.09008558560481225
Alabama,SEC,1,0.954842,116.081,89.0281,72.5515,10.193179464818,2023,-0.2485147166777463,-0.8702893911887498,-0.44150999204734837,1.2089380753225614,0.5320985616954959
Houston,Amer,1,0.953161,117.307,90.2685,63.3592,8.0461906858552,2023,-0.3586608930074497,-0.5483069159800528,-0.024691870045697045,-1.2025091583442464,-0.8142983418770606
UCLA,P12,2,0.952842,114.914,88.482,66.0718,8.4028705301673,2023,0.8475452212613452,-0.6359878222005991,-1.00167183414314,-0.4250745856575674,0.6274949218438135
Tennessee,SEC,4,0.940125,111.211,87.5294,65.1467,2.8098131219623,2023,0.8688819601767297,-0.7709022878431007,-1.455292470020906,-0.5205875498117861,-1.6380410666264351
Texas,B12,2,0.93709,116.056,91.7615,68.4842,7.5330586070922,2023,-0.19465632482857392,-0.34869961967048796,-0.11656772135421524,0.3155345879254705,-0.0916727567925269
Purdue,B10,1,0.933252,117.87,93.7109,63.9269,9.3898335987218,2023,-1.6631821449694724,-0.40044710069253453,1.1320758687308845,-1.0535824920526053,0.028312795692441613
Arizona,P12,2,0.929196,119.351,95.4127,72.1678,7.5708727126676,2023,-0.7169480341247765,0.480209861359915,0.8688544883164439,1.4464034122541356,-0.06040774213254517
Gonzaga,WCC,3,0.925079,123.171,98.9896,70.123,6.6444825178048,2023,0.2294178720668697,1.785551725069594,1.5175778234449326,0.9900732792902448,0.46680838989301793
Saint Mary's,WCC,5,0.921265,112.063,90.4845,61.9027,3.4037173015439,2023,0.6684569893741786,-0.27685827137999264,-0.6623848750921713,-1.6568338698139762,-0.6563123447966217
San Diego St.,MWC,5,0.920477,110.773,89.5269,65.6929,5.6538299587726,2023,0.6376608643821088,-0.5608982778061883,-0.9216880945692559,-0.33807134750243245,1.4191110830289104
Marquette,BE,2,0.919694,118.712,96.0323,68.3803,7.827522283187,2023,-1.345630048532244,0.3194592821858866,1.0360783054483307,0.28363718569728513,0.15179224151554566
Creighton,BE,6,0.917708,115.001,93.2454,67.6823,2.1581527531714,2023,0.9113605622093256,0.5913581401027923,-0.2673170551792351,0.258024394412462,-1.0312200576250623
Kansas,B12,1,0.91765,113.792,92.2711,69.0313,10.072110283431,2023,-2.6854906774478198,-1.4714459048532755,0.6482523182165586,0.2854720709543509,0.45617493669347375
Duke,ACC,5,0.907157,113.301,92.929,64.8711,4.5020397169877,2023,0.11709692416083453,-0.004267939631443561,-4.522100840934016e-4,-0.62400851198864,0.35674096388769316
Memphis,Amer,8,0.90301,115.352,95.0097,70.9986,4.7174638571503,2023,1.0769217204861226,0.8422558987783751,0.04179667633414846,1.1993519513108386,1.8878620068079568
Baylor,B12,3,0.899127,121.687,100.608,66.8776,5.2348995004273,2023,-0.7833861111852249,1.4467064495138637,1.9257733661446534,-0.16349573634596912,-0.6120051344070382
West Virginia,B12,9,0.893292,117.244,97.4643,68.4236,1.4557898630677,2023,0.949614701155254,1.7947548780102032,0.9213615718875485,0.5488903645682237,-0.12793869004922892
Arkansas,SEC,8,0.889425,111.904,93.3488,69.5145,0.3775407198016,2023,0.6486770019004171,-0.049762081959063245,-0.4484005677994637,0.6857550494287848,-1.325493162745253
Xavier,BE,3,0.889041,118.01,98.4761,70.475,5.3587434044862,2023,-1.1770028256997394,0.6071282296901376,1.3880619984472171,1.1151907666581917,-0.5172221546507781
Auburn,SEC,9,0.882879,113.13,94.9057,67.5984,1.0534773361909,2023,0.6676369927409916,0.6125431500522827,0.08895958680559814,0.23333767622929402,-0.4647159071497849
Florida Atlantic,CUSA,9,0.881499,114.026,95.7684,67.4583,4.7187311340594,2023,0.6302674318448365,0.8700204733994622,0.36962604210545047,0.17976407996622384,2.6034808094575483
Texas A&M,SEC,7,0.880812,113.843,95.6691,65.9893,3.6844134825773,2023,0.25764664328563847,0.2858704032034665,0.176252784291901,-0.21232648500018972,0.8360865934626271
Kansas St.,B12,3,0.880324,112.62,94.6798,69.8011,4.2362753605537,2023,-1.517192881264185,-0.6235833843566109,0.4305528914582509,0.8756547588818834,-1.3762944416040699
Michigan St.,B10,7,0.877126,114.419,96.443,64.5942,2.4260627137112,2023,0.16549098834485915,0.4395345263675513,0.43731929356211485,-0.743666382081328,-0.21997359652384876
Kentucky,SEC,6,0.873786,115.653,97.7437,65.7725,1.6142093659037,2023,-0.2961398220535153,0.7632374990699174,1.177556949682484,-0.4685591113179647,-1.4839319541817986
Miami FL,ACC,5,0.871486,119.142,100.874,68.6488,3.659089326426,2023,-1.2769748710068143,1.2818387871401835,2.150930495372713,0.6904047592203527,-0.4207663237790236
TCU,B12,6,0.870423,111.676,94.6298,69.6804,2.2390790126392,2023,-0.3885951699947734,-0.28517386689980084,0.1773583938416312,1.0182016395690063,-0.9638669446679599
Iowa St.,B12,6,0.867825,107.015,90.8612,64.003,2.4067431800361,2023,-0.46001919436330957,-1.513900388595766,-1.0331327194060143,-1.1417654750157251,-0.8243238139239126
Utah St.,MWC,10,0.867046,115.385,98.0254,68.6321,2.9490629650411,2023,0.3579497052757302,0.8330671442580684,0.6943672617590203,0.47770407288983446,1.6164085288692347
Maryland,B10,8,0.86583,112.615,95.7592,64.3289,1.0061473159231,2023,-0.09511645669581145,0.13417782068139963,0.2630037535080593,-1.1088060275873048,-0.8600618195311269
Northwestern,B10,7,0.864203,109.738,93.4263,64.5149,1.6036780515875,2023,-0.1576038376995406,-0.8092532523322554,-0.5803307109804057,-0.7738687000789884,-0.9101529360309979
Virginia,ACC,4,0.859104,110.039,94.0315,61.3226,4.1042568024467,2023,-1.6307473544612787,-1.0461322757652713,0.3126376773785047,-1.5529162771141016,-0.6319337655712842
Indiana,B10,4,0.855716,113.084,96.8668,67.8548,3.4255371422149,2023,-1.735272651828547,-0.3310509504896633,1.0835597405460284,0.21047320341313122,-1.159469119811916
Penn St.,B10,10,0.854747,117.474,100.695,64.2857,1.3268770771893,2023,0.04487508834479418,1.2810677315355485,1.396245428792583,-1.0886823430650738,-0.02566345999609857
Iowa,B10,8,0.838516,119.894,103.894,69.5535,0.34707342567531,2023,-0.9561452563608813,2.017298146025892,2.663904796062164,0.6992516326599694,-1.3480516814066736
Boise St.,MWC,10,0.836141,110.115,95.5645,66.2838,2.1443872446241,2023,-0.42874604529347105,-0.29712102948646324,0.04735947735202744,-0.3685929132566114,0.8018684255974803
USC,P12,10,0.829774,111.752,97.3718,67.9905,2.0737169829822,2023,-0.590819879426269,0.053945012338924826,0.5225259484637153,0.24647972067267387,0.7303318292326685
North Carolina St.,ACC,11,0.827204,113.623,99.1586,69.2279,1.1277882710449,2023,-0.12731648101588972,0.6020965864685723,0.861262201441376,0.8251338743637602,0.5088223346893146
Illinois,B10,9,0.821572,108.906,95.3642,69.775,0.88495574952584,2023,-0.9925192897667559,-0.6012785171558453,0.23812565815714787,1.0656595151029256,-0.6057859141391743
Arizona St.,P12,11,0.820653,108.412,94.983,68.0941,1.2276175357813,2023,-0.25579763982140824,-0.6625311947746373,-0.346871763272986,0.4152196223480379,0.5945042414664901
Drake,MVC,12,0.815546,108.838,95.641,66.3038,-0.68590884644367,2023,0.34067115493093736,-0.15303880543796508,-0.3471898758415277,-0.02328065014290101,-0.7792386631595483
Providence,BE,11,0.812821,114.943,101.164,66.8346,1.3461813137605,2023,-0.4094023468531288,0.9224398356032929,1.4414882414926677,-0.04014022984264807,0.6962656898632893
VCU,A10,12,0.802588,105.523,93.4075,67.9223,0.97344651954106,2023,0.13915553901805502,-1.070000960870712,-0.9388093509434102,0.49086617722468084,0.3688082213571
Mississippi St.,SEC,11,0.798543,103.436,91.7618,63.5884,0.3623258456724,2023,-0.6894289054587114,-1.8701281703006807,-1.2788674350657614,-1.21377195051069,-0.14816217126070336
Missouri,SEC,7,0.793892,117.461,104.464,68.9283,3.5239456510915,2023,-1.9154867065386612,1.2510731768278838,3.1431139322187787,0.9070255023279319,0.7014153294570309
Iona,MAAC,13,0.790916,110.308,98.2568,68.5301,-1.6524286663158,2023,0.941156558314291,0.8186288321255987,-0.03976714720361205,0.3825151913455555,-0.024189857176151363
College of Charleston,CAA,12,0.786477,109.414,97.6862,70.9733,1.663165186284,2023,-0.11139378093660143,0.006288555506007641,0.19455185260188532,1.4600734495746808,0.8459991732044184
Pittsburgh,ACC,11,0.774255,113.11,101.614,67.2483,-0.25167180942044,2023,-1.1657760868155105,0.477599551009395,1.5716875623379272,0.10942894113892317,-0.6751468183377133
Kent St.,MAC,13,0.756049,106.992,96.9694,67.7855,0.81679503311934,2023,0.47567406224004716,-0.03072504347016949,-0.3814967824866548,0.14756266252439618,1.405438237072303
Nevada,MWC,11,0.75418,109.654,99.469,65.9044,0.65643974201766,2023,-1.5594960170583374,-0.3611173194524238,0.9510707996421908,-0.376444901940921,0.10427121603377286
Oral Roberts,Sum,12,0.748735,111.758,101.635,70.187,1.5939413248215,2023,-0.6983363936688116,0.654662399347442,1.2405276678167096,1.2102905330722864,0.7981057321035285
Louisiana Lafayette,SB,13,0.729885,110.758,101.586,68.3512,-0.5325855637229,2023,0.12637862451134935,0.9338909684398586,0.8439413363945715,0.32606473820815984,0.6241755221871683
Princeton,Ivy,15,0.70831,109.109,101.008,66.9543,-3.1920276914317,2023,1.7321326380931281,1.3724890062405621,-0.18103711164890374,-0.13442554893027744,0.8704724205458456
Furman,SC,13,0.698377,112.699,104.764,68.2356,-1.9963977031099,2023,-0.2942604464241276,1.4310549830753794,1.687515036044645,0.2895880898980256,-0.2233406261667932
Vermont,AE,15,0.687309,109.725,102.462,64.4893,-3.8259676903695,2023,1.4762155360682918,1.5402651259117754,0.2534591281858788,-0.9547902564519766,0.47154500301912833
Montana St.,BSky,14,0.687148,105.149,98.1954,66.252,-2.701330447688,2023,0.30923544790221674,-0.30622445795689063,-0.5529137640398537,-0.5173360995273631,0.0037266307461227637
Colgate,Pat,15,0.66072,112.468,106.135,67.4522,-3.6540238349302,2023,1.1522033544703514,2.28735911334382,1.3510552003407266,0.03127813783445055,0.5797462812551105
Kennesaw St.,ASun,14,0.642814,105.605,100.345,68.4206,-1.4278785268945,2023,-0.24814135318815128,-0.19783144117935103,0.057361432258266516,0.12080604778430769,0.6513707638844184
Grand Canyon,WAC,14,0.638829,111.342,105.956,64.8602,-3.7618456443942,2023,-0.29824164985312906,1.1658763159538506,1.6503341371469746,-0.9268935285730043,-0.5356234884345068
UC Santa Barbara,BW,14,0.612565,110.029,105.733,64.4429,-1.5134683928884,2023,-0.6284384357023058,0.8537709847501032,1.587024047467741,-1.0496901337898115,0.6078420105314828
Northern Kentucky,Horz,16,0.534881,102.593,101.353,61.9152,-6.683943761646,2023,1.0857640431115387,0.41653083007237307,-0.6054424500164213,-2.0747884671927213,0.4259114474139072
UNC Asheville,BSth,15,0.46565,102.304,103.536,68.2355,-1.8624029908453,2023,-1.224909596912187,-0.4809468612311996,0.5744006423416925,0.29196441588789623,1.707182123314909
Texas A&M Corpus Chris,Slnd,16,0.456579,105.763,107.376,68.9394,-6.0499630992012,2023,0.40390528862322567,1.0934481635443365,0.721198209192632,0.45019258154408826,0.649246556249021
Howard,MEAC,16,0.403121,102.696,106.261,68.9945,-7.3195762958545,2023,-0.0616103469599807,0.4385253049454356,0.4756055917232473,0.46999931480700613,0.20199442657109118
Fairleigh Dickinson,NEC,16,0.290869,106.128,114.679,68.6231,-12.194627013298,2023,-1.0391078426666305,1.1713897492595613,2.3297747880077897,0.3364925864250023,-1.515360765870196
Southeast Missouri St.,OVC,16,0.282342,99.4129,107.813,72.0123,-11.655671558407,2023,-1.1133614964624703,-0.2625432431686984,0.817452894245654,1.5548043899583288,-1.3255005977206038
Texas Southern,SWAC,16,0.239443,95.3521,105.433,69.1862,-13.489945855124,2023,-1.4869286940920854,-1.1296807535040132,0.29322829372804904,0.5389094920574886,-1.9716683343058055
